Boomnummer,Maatregel,Boomsoort in veld gemuteerd,Diameter afgestorven tak,Kroonsterfte,Leeftijd,Mate van hergroei,Netto ontbladering,Risicoprofiel,Straat,LAT,LON
1954528,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,31,Minimaal,51-75%,Categorie III,Landgoed Amelisweerd,52.06848745,5.166801264
1954418,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,23,Minimaal,51-75%,Categorie III,Landgoed Amelisweerd,52.07047945,5.155218289
1954353,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05312716,5.064544705
1954317,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,39,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.06952048,5.16173093
1954300,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,33,Minimaal,26-50%,Categorie II,Kloosterpark,52.07498077,5.028857504
1954173,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,27,Minimaal,76-99%,Categorie I,Australiëlaan,52.06467257,5.103935618
1954047,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,17,Minimaal,26-50%,Categorie III,Proostwetering,52.11509481,5.037326467
1954024,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,5,Minimaal,51-75%,Categorie I,Huizingalaan,52.10071017,5.139659121
1953701,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,27,Matig,51-75%,Categorie I,C.H. Letschertweg,52.07433621,5.027993614
1953688,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,33,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.07179253,5.15335768
1953682,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',>10 cm,Boom is afstervend,47,Minimaal,76-99%,Categorie I,Nedereindseweg,52.04243668,5.059572347
1953658,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,38,Minimaal,26-50%,Categorie III,Landgoed Amelisweerd,52.06700906,5.170762218
1953560,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,32,Minimaal,26-50%,Categorie I,Kretadreef,52.11669762,5.112763697
1953494,Bomen rooien,Fraxinus cultivar onbekend,< 4 cm,Ernstige sterfte,14,Minimaal,51-75%,Categorie I,Heijcopperkade,52.0593976,5.065055937
1953388,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,32,Minimaal,76-99%,Categorie I,Ringkade,52.04881837,5.06403491
1953374,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Ernstige sterfte,47,Minimaal,51-75%,Categorie I,Nedereindseweg,52.04498972,5.053123592
1953312,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.0511969,5.064034072
1953259,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,33,Minimaal,51-75%,Categorie III,Landgoed Amelisweerd,52.0675584,5.166972096
1953170,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,35,Minimaal,26-50%,Categorie III,Landgoed Amelisweerd,52.07083261,5.153362695
1953119,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,32,Matig,6-25%,Categorie II,Landgoed Amelisweerd,52.07154922,5.153945281
1953022,Bomen rooien,Fraxinus excelsior,< 4 cm,Boom is afstervend,48,Minimaal,76-99%,Categorie I,Landgoed Amelisweerd,52.07799687,5.170503833
1952992,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04658539,5.063948983
1952913,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Minimaal,26-50%,Categorie III,Landgoed Amelisweerd,52.07242863,5.154589757
1952786,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,17,Minimaal,6-25%,Categorie III,Nedereindseplas,52.03959762,5.056752164
1952626,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,43,Matig,6-25%,Categorie I,Hof ter Weydeweg,52.10137689,5.032885984
1952433,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,34,Niet van toepassing,100%,Categorie I,Landgoed Amelisweerd,52.07156305,5.152765257
1952160,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Boom is afstervend,37,Minimaal,76-99%,Categorie I,Nedereindseweg,52.04792688,5.04203154
1952124,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,37,Minimaal,26-50%,Categorie I,Stoelenmakerslaan,52.0783461,5.026413092
1952008,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05363086,5.064713551
1951842,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Matige sterfte,27,Minimaal,26-50%,Categorie I,C.H. Letschertweg,52.07446029,5.027332441
1951795,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,43,Niet van toepassing,100%,Categorie I,Landgoed Amelisweerd,52.07012049,5.160588831
1951788,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Nedereindseweg,52.04694702,5.044874389
1951786,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,18,Minimaal,26-50%,Categorie I,Ringkade,52.05235845,5.064300504
1951679,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,6,Minimaal,51-75%,Categorie III,Parkweg,52.1039644,5.000543283
1951665,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.05375179,5.06462739
1951331,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,48,Minimaal,1-5%,Categorie I,Vechtdijk,52.12124422,5.077626745
1951301,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,13,Matig,26-50%,Categorie III,C.H. Letschertweg,52.07056695,5.053076184
1951271,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,10,Minimaal,26-50%,Categorie I,Componistenlaan,52.11305033,5.032765416
1951211,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Oudegracht aan de Werf,52.08818712,5.121655734
1950806,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,18,Minimaal,26-50%,Categorie I,Ringkade,52.05332544,5.064513097
1950713,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04958596,5.06406844
1950537,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,34,Minimaal,51-75%,Categorie III,Kloosterpark,52.07541809,5.025988017
1950448,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,8,Minimaal,26-50%,Categorie I,Atoomweg,52.11266399,5.055491357
1950375,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,47,Minimaal,51-75%,Categorie I,Nijeveldsingel,52.06202535,5.124437336
1950246,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,47,Minimaal,6-25%,Categorie I,Krikkelaan,52.07825458,5.101145256
1950145,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is afstervend,40,Niet van toepassing,76-99%,Categorie I,Landgoed Amelisweerd,52.07126778,5.153886948
1950073,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,27,Minimaal,26-50%,Categorie I,Salamanderpad,52.0666113,5.115729748
1950012,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,37,Niet van toepassing,100%,Categorie III,Biltsestraatweg,52.09785591,5.147124231
1950011,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,35,Minimaal,51-75%,Categorie II,Landgoed Amelisweerd,52.07326344,5.156787885
1949865,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,22,Minimaal,26-50%,Categorie I,Ringkade,52.04145339,5.062857
1949711,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,24,Matig,51-75%,Categorie I,Chico Mendesstraat,52.11122183,5.144313238
1949675,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,47,Minimaal,6-25%,Categorie I,Krikkelaan,52.07838303,5.101446835
1949444,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Matige sterfte,3,Matig,51-75%,Categorie II,Archimedeslaan,52.09623689,5.15216384
1949362,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,33,Minimaal,51-75%,Categorie II,Landgoed Amelisweerd,52.06915502,5.176344861
1949355,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,24,Matig,51-75%,Categorie II,Landgoed Amelisweerd,52.07134802,5.15401488
1949099,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,16,Niet van toepassing,100%,Categorie II,Meentpark,52.07830098,5.043648246
1948736,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,17,Minimaal,26-50%,Categorie I,Sudeten,52.06121489,5.135173537
1948723,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,33,Matig,51-75%,Categorie I,Koppeldijk,52.05576036,5.134585164
1948494,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04459277,5.063871242
1948329,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is afstervend,57,Niet van toepassing,76-99%,Categorie I,Oudegracht aan de Werf,52.09260705,5.116812024
1948256,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Ernstige sterfte,37,Minimaal,51-75%,Categorie I,Nedereindseweg,52.04636055,5.046487462
1948246,Bomen rooien,Fraxinus cultivar onbekend,>10 cm,Matige sterfte,22,Goed,26-50%,Categorie I,Nedereindseweg,52.03722091,5.059432691
1948212,Bomen rooien,Fraxinus excelsior 'Diversifolia',< 4 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Albert Schweitzerlaan,52.10758225,5.014005603
1947901,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,23,Minimaal,26-50%,Categorie II,Landgoed Amelisweerd,52.06706319,5.171017757
1947779,Bomen rooien,Fraxinus ornus,< 4 cm,Ernstige sterfte,40,Minimaal,51-75%,Categorie I,Louis Bouwmeesterlaan,52.08841912,5.1537673
1947602,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,61,Minimaal,76-99%,Categorie I,Landgoed Amelisweerd,52.06724737,5.163604744
1947591,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,27,Minimaal,51-75%,Categorie I,Nijeveldsingel,52.06368418,5.125114739
1947456,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,47,Minimaal,6-25%,Categorie I,Da Costakade,52.08001191,5.116040282
1947417,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,57,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.06952399,5.159815947
1947339,Bomen rooien,Fraxinus excelsior,>10 cm,Matige sterfte,34,Minimaal,26-50%,Categorie III,Kloosterpark,52.07513785,5.027461042
1947213,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,34,Minimaal,76-99%,Categorie III,Landgoed Amelisweerd,52.07182161,5.153067279
1947090,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,38,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.07171743,5.153108663
1947028,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Minimaal,26-50%,Categorie I,Karpaten,52.06660634,5.134141135
1946971,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05200983,5.064115095
1946897,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,33,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.07757664,5.169554194
1946796,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,29,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.070437,5.155113497
1946586,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,28,Niet van toepassing,100%,Categorie I,Landgoed Amelisweerd,52.07007388,5.167298087
1946472,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Oude Liesbosweg,52.06124447,5.125043717
1946348,Bomen rooien,Fraxinus excelsior,,Boom is dood,60,Niet van toepassing,100%,Categorie III,Landgoed Amelisweerd,52.06739049,5.162297307
1946093,Bomen rooien,Fraxinus angustifolia 'Raywood',4-10 cm,Matige sterfte,22,Minimaal,26-50%,Categorie I,Hollantlaan,52.06179537,5.10531536
1945958,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.06695729,5.162312609
1945892,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,48,Minimaal,51-75%,Categorie III,Landgoed Amelisweerd,52.06705493,5.170778038
1945860,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,47,Minimaal,76-99%,Categorie I,Da Costakade,52.08142502,5.114716268
1945643,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Nedereindseweg,52.04709161,5.044152139
1945462,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,47,Minimaal,1-5%,Categorie I,Overste den Oudenlaan,52.07971086,5.102157251
1945405,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,14,Matig,51-75%,Categorie I,Nedereindseplas,52.03592236,5.059614017
1945255,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,32,Minimaal,76-99%,Categorie I,Ringkade,52.04709355,5.063969951
1945221,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Matig,6-25%,Categorie I,Houtensepad,52.07106897,5.133323054
1945118,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,67,Goed,6-25%,Categorie I,Lombardije,52.05814788,5.137626258
1944938,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,34,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.07175658,5.152905721
1944853,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04849754,5.064019732
1944820,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,28,Minimaal,26-50%,Categorie II,C.H. Letschertweg,52.06982242,5.067115675
1944622,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Lichte sterfte,37,Minimaal,6-25%,Categorie I,Dorpsstraat,52.10700498,5.002493121
1944565,Bomen rooien,Fraxinus excelsior 'Diversifolia',< 4 cm,Matige sterfte,8,Minimaal,26-50%,Categorie II,Jazzsingel,52.10159123,5.060283955
1944340,Bomen rooien,Fraxinus excelsior 'Pendula',< 4 cm,Matige sterfte,11,Goed,26-50%,Categorie I,Pelmolenweg,52.08394395,5.120187551
1944336,Bomen rooien,Fraxinus angustifolia 'Raywood',< 4 cm,Matige sterfte,2,Minimaal,26-50%,Categorie I,Sophocleslaan,52.08475983,5.153690247
1944330,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,17,Minimaal,26-50%,Categorie I,Proostwetering,52.11493762,5.037057606
1944124,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,33,Matig,51-75%,Categorie III,Mytylweg,52.07552397,5.15405599
1944075,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,47,Minimaal,26-50%,Categorie I,1e Polderweg,52.11963541,5.086045467
1943823,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.05119797,5.0641297
1943808,Bomen rooien,Fraxinus excelsior,< 4 cm,,29,,,Categorie I,Landgoed Amelisweerd,52.06891261,5.165854098
1943716,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,27,Minimaal,26-50%,Categorie III,Park de Koppel,52.055742,5.1316548
1943702,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,6,Minimaal,26-50%,Categorie III,Parkweg,52.10402613,5.000483051
1943673,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Matige sterfte,32,Minimaal,6-25%,Categorie I,Cleopatradreef,52.11528658,5.126345032
1943634,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,36,Matig,51-75%,Categorie I,Landgoed Amelisweerd,52.07104811,5.155070949
1943571,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,26,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.0713464,5.159157646
1943552,Bomen rooien,Fraxinus ornus,4-10 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Aziëlaan,52.06599311,5.104235556
1943253,Bomen rooien,Fraxinus angustifolia 'Raywood',4-10 cm,Boom is afstervend,16,Matig,26-50%,Categorie I,Louis Bouwmeesterlaan,52.08417115,5.151764596
1943234,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is afstervend,47,Minimaal,76-99%,Categorie III,Einthovendreef-zuid,52.12018992,5.140856874
1943152,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,8,Minimaal,26-50%,Categorie III,Landgoed Amelisweerd,52.07625999,5.186531509
1943112,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,48,Matig,51-75%,Categorie I,Landgoed Amelisweerd,52.07494825,5.159792765
1943072,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Nedereindseweg,52.04687114,5.045113017
1942959,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Lichte sterfte,52,Matig,1-5%,Categorie I,Kardinaal Alfrinkplein,52.10198539,5.142584686
1942951,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,27,Minimaal,26-50%,Categorie II,Beatrixpark,52.07080662,5.133202756
1942912,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,51,Matig,6-25%,Categorie I,Landgoed Amelisweerd,52.06893185,5.170890015
1942873,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.05531699,5.065318872
1942852,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04652875,5.063943707
1942517,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,32,Matig,51-75%,Categorie I,Oostbroekselaan,52.09659039,5.156442689
1942481,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,28,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.06963926,5.159929122
1942331,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,53,Matig,6-25%,Categorie I,Landgoed Amelisweerd,52.07764631,5.1701938
1942178,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,32,Minimaal,51-75%,Categorie I,Wickenburglaan,52.06646632,5.126476314
1942115,Bomen rooien,Fraxinus angustifolia 'Raywood',< 4 cm,Matige sterfte,4,Minimaal,26-50%,Categorie I,Bruisdreef,52.10949095,5.11374234
1941948,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,37,Minimaal,51-75%,Categorie I,Sorbonnelaan,52.08510923,5.163293574
1941940,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,28,Matig,51-75%,Categorie II,C.H. Letschertweg,52.06909007,5.061699541
1941826,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,31,Matig,51-75%,Categorie I,Landgoed Amelisweerd,52.06937459,5.166330189
1941729,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,47,Matig,6-25%,Categorie I,Nedereindseweg,52.06116886,5.017274481
1941724,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.07241989,5.154716697
1941627,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,38,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.0716877,5.153069438
1941548,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,17,Minimaal,51-75%,Categorie I,Proostwetering,52.11498024,5.037124868
1941487,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,26,Minimaal,51-75%,Categorie II,Landgoed Amelisweerd,52.0713592,5.159268429
1941454,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,13,Minimaal,51-75%,Categorie I,Ringkade,52.05401932,5.064773737
1941396,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04634394,5.063939647
1941181,Bomen rooien,Fraxinus excelsior 'Jaspidea',>10 cm,Matige sterfte,27,Matig,6-25%,Categorie I,Pyreneeën,52.06228596,5.133105716
1941162,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,22,Minimaal,51-75%,Categorie I,Nedereindseweg,52.03713732,5.059236115
1941122,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is dood,5,Niet van toepassing,100%,Categorie I,Attleeplantsoen,52.07970903,5.085637807
1941115,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,48,Matig,1-5%,Categorie II,Archimedeslaan,52.09762265,5.154557387
1940921,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,22,Minimaal,26-50%,Categorie I,Utrechtseslag,52.12115604,5.040415718
1940897,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Nedereindseweg,52.04805502,5.041377325
1940886,Bomen rooien,Fraxinus pennsylvanica 'Summit',4-10 cm,Ernstige sterfte,22,Minimaal,51-75%,Categorie I,Máximapark,52.08872014,5.041913016
1940734,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,48,Matig,26-50%,Categorie I,Landgoed Amelisweerd,52.07660915,5.186623008
1940706,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,37,Minimaal,51-75%,Categorie I,Minaretdreef,52.12446046,5.102439871
1940541,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05100426,5.064025403
1940315,Bomen rooien,Fraxinus angustifolia 'Raywood',< 4 cm,Matige sterfte,51,Minimaal,51-75%,Categorie I,Xenophonlaan,52.08547385,5.156341582
1940251,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04504259,5.063791612
1939966,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',>10 cm,Boom is afstervend,27,Minimaal,76-99%,Categorie I,De Boeijelaan,52.08044716,5.16256313
1939858,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04491629,5.063881879
1939344,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,47,Minimaal,51-75%,Categorie I,Oudegracht aan de Werf,52.08398961,5.123177957
1939057,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,48,Minimaal,51-75%,Categorie II,Meentpark,52.07314242,5.040144793
1938987,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,5,Minimaal,51-75%,Categorie II,Kanaalweg,52.07713212,5.108905798
1938639,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,42,Minimaal,6-25%,Categorie I,Landgoed Amelisweerd,52.06744585,5.16305102
1938428,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05267167,5.064393156
1938051,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,37,Matig,51-75%,Categorie I,Einthovendreef-zuid,52.12021715,5.141325423
1937987,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,37,Matig,26-50%,Categorie III,Park de Koppel,52.06386157,5.141409997
1937926,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.0493952,5.063959606
1937857,Bomen rooien,Fraxinus angustifolia 'Raywood',< 4 cm,Matige sterfte,17,Minimaal,26-50%,Categorie I,St.-Laurensdreef,52.12753087,5.088384176
1937757,Bomen rooien,Fraxinus excelsior 'Pendula',4-10 cm,Matige sterfte,37,Minimaal,51-75%,Categorie III,Stoelenmakerslaan,52.07917881,5.026428987
1937522,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,17,Minimaal,6-25%,Categorie I,Proostwetering,52.11492569,5.037035362
1937500,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,37,Matig,51-75%,Categorie I,Wim Sonneveldlaan,52.08638925,5.159141231
