Boomnummer,Maatregel,Boomsoort in veld gemuteerd,Diameter afgestorven tak,Kroonsterfte,Leeftijd,Mate van hergroei,Netto ontbladering,Risicoprofiel,Straat,LAT,LON
1972904,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Boom is afstervend,37,Minimaal,76-99%,Categorie I,Nedereindseweg,52.04708042,5.044447563
1972885,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,42,Goed,1-5%,Categorie I,Vechtzoom,52.11502424,5.098061881
1972832,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,34,Minimaal,51-75%,Categorie III,Kloosterpark,52.07531975,5.028132168
1972657,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04843752,5.063928616
1972404,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is afstervend,23,Minimaal,76-99%,Categorie II,Oostbroekselaan,52.09284765,5.156662203
1972384,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,28,Minimaal,76-99%,Categorie II,C.H. Letschertweg,52.06910746,5.061584925
1972285,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Nedereindseweg,52.04753666,5.042904974
1972201,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Matig,6-25%,Categorie III,Landgoed Amelisweerd,52.06927257,5.165610214
1972195,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,32,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.07132087,5.15437236
1972138,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Ernstige sterfte,37,Minimaal,51-75%,Categorie I,Nedereindseweg,52.0463268,5.046595736
1971937,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,33,Minimaal,76-99%,Categorie II,Landgoed Amelisweerd,52.07039736,5.167251285
1971895,Bomen rooien,Fraxinus excelsior,,Boom is dood,33,,,Categorie I,Landgoed Amelisweerd,52.06829386,5.176890576
1971844,Bomen rooien,Fraxinus excelsior 'Diversifolia',< 4 cm,Lichte sterfte,37,Minimaal,26-50%,Categorie I,Marelaan,52.07740344,5.03114508
1971706,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04901244,5.064040507
1971697,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Minimaal,26-50%,Categorie III,Waterlinieweg,52.06982216,5.130427759
1971601,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,48,Minimaal,100%,Categorie III,Horatiuslaan,52.08570652,5.153088432
1971307,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05268239,5.064303417
1971243,Bomen rooien,Fraxinus angustifolia,< 4 cm,Matige sterfte,15,Matig,26-50%,Categorie I,Bethunepolder,52.0865284,5.012094873
1971096,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,14,Minimaal,51-75%,Categorie I,Nedereindseplas,52.03555504,5.059495596
1971059,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,22,Minimaal,26-50%,Categorie I,Nedereindseplas,52.03255945,5.062704987
1971046,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,42,Minimaal,76-99%,Categorie I,Lo Bruntpad,52.10082754,5.152668047
1970845,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,32,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.070664,5.152369898
1970806,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Minimaal,26-50%,Categorie III,Brennerbaan,52.06662363,5.134156642
1970571,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,22,Minimaal,26-50%,Categorie I,Nedereindseplas,52.0301587,5.062438514
1970536,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,9,Minimaal,26-50%,Categorie I,Máximapark,52.11544371,5.028319364
1970438,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Rijksstraatweg,52.07043251,5.056110431
1970312,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,28,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.07194419,5.153240204
1970152,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,27,Minimaal,26-50%,Categorie III,Landgoed Amelisweerd,52.07243321,5.154634948
1970046,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,4,Matig,26-50%,Categorie I,Rio Brancodreef,52.12410054,5.094167513
1970024,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,60,Minimaal,26-50%,Categorie I,Landgoed Amelisweerd,52.0695494,5.161813916
1969882,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,17,Minimaal,51-75%,Categorie I,Proostwetering,52.11494271,5.037079465
1969754,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,47,Matig,51-75%,Categorie I,Lo Bruntpad,52.10267483,5.151123937
1969693,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,62,Minimaal,51-75%,Categorie II,Landgoed Amelisweerd,52.07330728,5.156685558
1969670,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Matige sterfte,18,Minimaal,26-50%,Categorie I,Ringkade,52.04421625,5.063836353
1969632,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Parkweg,52.10816519,4.991986321
1969606,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,32,Matig,26-50%,Categorie I,Guatemaladreef,52.12282281,5.092294997
1969555,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,34,Minimaal,26-50%,Categorie III,Kloosterpark,52.07540653,5.025911676
1969554,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Matig,51-75%,Categorie I,Ringkade,52.05369165,5.064624615
1969347,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,4,Minimaal,26-50%,Categorie I,Benschoplaan,52.07643767,5.102158556
1969305,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,4,Matig,26-50%,Categorie II,Orinocodreef,52.12098253,5.090618918
1969247,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,32,Niet van toepassing,100%,Categorie II,Landgoed Amelisweerd,52.06947479,5.171413896
1969196,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04466307,5.063775695
1969156,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,46,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.07134053,5.153408173
1968760,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Lichte sterfte,37,Minimaal,26-50%,Categorie I,Dorpsstraat,52.10694666,5.001398267
1968733,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Nedereindseweg,52.04629643,5.046694217
1968659,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Ernstige sterfte,37,Minimaal,51-75%,Categorie I,Nedereindseweg,52.0459504,5.047755869
1968537,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Minimaal,51-75%,Categorie II,Landgoed Amelisweerd,52.0711345,5.167797524
1968471,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,46,Niet van toepassing,100%,Categorie II,Landgoed Amelisweerd,52.07044742,5.154928215
1968330,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,22,Minimaal,76-99%,Categorie I,Nedereindseplas,52.03234988,5.062682314
1968229,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,37,Niet van toepassing,100%,Categorie I,Landgoed Amelisweerd,52.0668234,5.162801837
1968224,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,47,Minimaal,51-75%,Categorie III,Floridadreef,52.12957959,5.090229746
1967896,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,37,Minimaal,26-50%,Categorie I,Reijerscop,52.07465074,5.016026741
1967816,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,26,Niet van toepassing,100%,Categorie III,Landgoed Amelisweerd,52.07184151,5.153128433
1967607,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.0724225,5.154672927
1967530,Bomen rooien,Fraxinus ornus,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Aphroditedreef,52.11600487,5.13191681
1967525,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.0467756,5.063957377
1967418,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,28,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.07094307,5.155132751
1967218,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Boom is afstervend,47,Minimaal,76-99%,Categorie I,Nedereindseweg,52.04434674,5.054819991
1967031,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,33,Minimaal,51-75%,Categorie III,Mytylweg,52.07447133,5.15330853
1966844,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,76,Matig,51-75%,Categorie II,Landgoed Amelisweerd,52.07126685,5.154328885
1966610,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,22,Goed,26-50%,Categorie I,Nedereindseweg,52.03707532,5.059371816
1966470,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04977706,5.064073475
1966364,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04491684,5.063787127
1966306,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,14,Minimaal,51-75%,Categorie I,Nedereindseplas,52.03582312,5.059578454
1966194,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,15,Matig,26-50%,Categorie II,Meentpark,52.07333364,5.040740313
1966154,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,25,Minimaal,26-50%,Categorie III,Oranjelaan,52.08132368,5.037383753
1966136,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05408148,5.064795159
1966095,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,35,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.07108273,5.167988843
1966088,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04805358,5.063908792
1966083,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,68,Matig,1-5%,Categorie I,Landgoed Amelisweerd,52.07642986,5.170147478
1965878,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,25,Niet van toepassing,100%,Categorie I,Landgoed Amelisweerd,52.06807139,5.16068671
1965784,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,33,Minimaal,26-50%,Categorie III,Landgoed Amelisweerd,52.06964898,5.16455242
1965697,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,47,Minimaal,6-25%,Categorie I,Nedereindseweg,52.06107217,5.017482052
1965591,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Waterlinieweg,52.06096958,5.124062508
1965493,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,48,Minimaal,51-75%,Categorie II,Archimedeslaan,52.09776897,5.154919284
1965434,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,27,Minimaal,26-50%,Categorie III,Park de Koppel,52.05576589,5.131564412
1965286,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,33,Matig,26-50%,Categorie III,C.H. Letschertweg,52.07315681,5.033678313
1965195,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04523613,5.063897791
1965136,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05126081,5.064132017
1964989,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05028908,5.064091065
1964833,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04997609,5.063985735
1964682,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,38,Minimaal,76-99%,Categorie III,Landgoed Amelisweerd,52.07576606,5.169103227
1964573,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,37,Goed,26-50%,Categorie III,Park de Koppel,52.06181065,5.140067888
1964532,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,24,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.06710407,5.17095937
1964515,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,36,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.06956342,5.15975595
1964459,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,29,Minimaal,26-50%,Categorie I,Brailledreef,52.11228181,5.107565667
1964328,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,22,Minimaal,51-75%,Categorie III,Rijksstraatweg,52.07927649,5.072022068
1964204,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is afstervend,15,Niet van toepassing,100%,Categorie III,Meentpark,52.07343467,5.04080225
1964114,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,32,Minimaal,76-99%,Categorie I,Ringkade,52.05475319,5.065067923
1964099,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,33,Minimaal,26-50%,Categorie III,Kloosterpark,52.07484121,5.028954163
1964044,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Bostondreef,52.12501328,5.095803612
1963944,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,12,Minimaal,76-99%,Categorie III,Kardinaal Alfrinkplein,52.10183304,5.143844063
1963735,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Nedereindseweg,52.04741998,5.043206896
1963629,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,28,Matig,51-75%,Categorie I,C.H. Letschertweg,52.0692305,5.066236519
1963566,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,32,Minimaal,76-99%,Categorie I,Ringkade,52.04850502,5.063926817
1963466,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,23,Minimaal,76-99%,Categorie II,Landgoed Amelisweerd,52.0670698,5.16286623
1963444,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,53,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.07646674,5.170356037
1963231,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Ernstige sterfte,47,Minimaal,51-75%,Categorie I,Nedereindseweg,52.04506721,5.052400007
1962786,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,9,Minimaal,26-50%,Categorie III,Merwedeplantsoen,52.08115557,5.106980332
1962544,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,37,Goed,51-75%,Categorie II,Park de Koppel,52.06487136,5.142518313
1962293,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,41,Minimaal,51-75%,Categorie II,Landgoed Amelisweerd,52.07332872,5.156613976
1962278,Bomen rooien,Fraxinus excelsior,< 4 cm,Boom is afstervend,12,Minimaal,51-75%,Categorie I,Koningsweg,52.073208,5.147111331
1962271,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,33,Minimaal,51-75%,Categorie I,Kloosterpark,52.07512222,5.028082117
1962236,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,17,Minimaal,6-25%,Categorie I,Proostwetering,52.11487917,5.036989592
1962105,Bomen rooien,Fraxinus excelsior 'Altena',< 4 cm,Matige sterfte,4,Minimaal,26-50%,Categorie I,Maarssenseweg,52.11771482,5.017326105
1961947,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,27,Minimaal,6-25%,Categorie I,Oude Liesbosweg,52.06140166,5.125038422
1961933,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,43,Minimaal,51-75%,Categorie I,Hof ter Weydeweg,52.10134509,5.033248779
1961923,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,27,Matig,6-25%,Categorie I,Landgoed Amelisweerd,52.06794718,5.16106215
1961868,Bomen rooien,Fraxinus ornus 'Meczek',< 4 cm,Ernstige sterfte,9,Matig,26-50%,Categorie I,Parnassusdreef,52.11391065,5.132827348
1961810,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,42,Goed,6-25%,Categorie I,Lichtenberglaan,52.07531758,5.039578881
1961803,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Mauritspark,52.07311596,5.03858212
1961777,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,60,Matig,51-75%,Categorie I,Landgoed Amelisweerd,52.06968663,5.171259736
1961765,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,32,Minimaal,76-99%,Categorie I,Ringkade,52.04472401,5.063875833
1961727,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,32,Minimaal,26-50%,Categorie I,Ottawadreef,52.12591609,5.09680782
1961514,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Ernstige sterfte,37,Minimaal,51-75%,Categorie I,Nedereindseweg,52.04527174,5.048332424
1961464,Bomen rooien,Fraxinus angustifolia,< 4 cm,Matige sterfte,3,Minimaal,26-50%,Categorie I,Hollantlaan,52.06173888,5.105482827
1961427,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,14,Minimaal,51-75%,Categorie I,Nedereindseplas,52.03533516,5.059420256
1961119,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,47,Minimaal,51-75%,Categorie I,Europalaan,52.07561227,5.105252539
1961114,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Ernstige sterfte,47,Minimaal,51-75%,Categorie I,Nedereindseweg,52.04502307,5.05265164
1961066,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,26,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.06970232,5.16519534
1961059,Bomen rooien,Fraxinus excelsior 'Altena',< 4 cm,Lichte sterfte,4,Minimaal,26-50%,Categorie I,Maarssenseweg,52.11779207,5.017369121
1960961,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,64,Minimaal,51-75%,Categorie I,Landgoed Amelisweerd,52.07594141,5.164966011
1960853,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05247828,5.064339296
1960764,Bomen rooien,Fraxinus excelsior,>10 cm,Matige sterfte,32,Matig,26-50%,Categorie III,Biltsestraatweg,52.09678632,5.145316286
1960678,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Nedereindseweg,52.04603299,5.047815009
1960652,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,47,Minimaal,1-5%,Categorie I,Grebbeberglaan,52.07973694,5.100421987
1960526,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,43,Minimaal,6-25%,Categorie I,Landgoed Amelisweerd,52.07634682,5.169468424
1960164,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,22,Minimaal,51-75%,Categorie II,Koningsweg,52.072212,5.145777722
1960156,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,47,Matig,26-50%,Categorie I,Landgoed Amelisweerd,52.06991198,5.165318271
1960058,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,26,Goed,1-5%,Categorie I,Landgoed Amelisweerd,52.07045856,5.15233991
1959980,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04792341,5.063997344
1959975,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,22,Minimaal,26-50%,Categorie I,Nedereindseplas,52.03000548,5.06241631
1959827,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,24,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.06907237,5.164779889
1959631,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,37,Minimaal,1-5%,Categorie I,Minhof,52.08367294,5.130826213
1959584,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',>10 cm,Ernstige sterfte,42,Matig,51-75%,Categorie I,Zandweg,52.08815216,5.007396582
1959421,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,51,Matig,6-25%,Categorie I,Landgoed Amelisweerd,52.07016889,5.162019506
1959312,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Winklerlaan,52.11082081,5.14017159
1959253,Bomen rooien,Fraxinus angustifolia,< 4 cm,Matige sterfte,30,Minimaal,26-50%,Categorie I,Bostondreef,52.12526385,5.096376601
1958908,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,33,Minimaal,51-75%,Categorie I,Leidseweg,52.08565216,5.091719538
1958696,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,39,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.06880011,5.163395723
1958660,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,42,Goed,6-25%,Categorie I,Lichtenberglaan,52.07517945,5.040195799
1958652,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,29,Matig,26-50%,Categorie I,Landgoed Amelisweerd,52.06955301,5.166091578
1958629,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Matig,26-50%,Categorie III,Waterlinieweg,52.06833115,5.129739913
1958550,Bomen rooien,Fraxinus excelsior,>10 cm,Lichte sterfte,128,Matig,6-25%,Categorie I,Landgoed Amelisweerd,52.07683408,5.169868363
1958438,Bomen rooien,Fraxinus excelsior 'Diversifolia',< 4 cm,Lichte sterfte,37,Minimaal,26-50%,Categorie I,Marelaan,52.07730808,5.03111681
1958223,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,50,Minimaal,51-75%,Categorie I,Landgoed Amelisweerd,52.06938342,5.166245554
1958142,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04773231,5.063994058
1958141,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,90,Matig,51-75%,Categorie I,Julianapark,52.10510606,5.087421833
1958123,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,32,Minimaal,76-99%,Categorie I,Ringkade,52.05456885,5.065002911
1958076,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.05029043,5.063996441
1958018,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Matige sterfte,5,Niet van toepassing,26-50%,Categorie II,Koningin Wilhelminalaan,52.07706028,5.108359519
1957552,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,25,Minimaal,26-50%,Categorie I,Vechtdijk,52.12228954,5.075072637
1957154,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,32,Minimaal,6-25%,Categorie I,Waterlinieweg,52.06360148,5.125356421
1957116,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,47,Minimaal,26-50%,Categorie I,Nedereindseweg,52.04509039,5.050255011
1957021,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,37,Matig,26-50%,Categorie I,Oostbroekselaan,52.09513591,5.157670168
1957007,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,28,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.06819426,5.167184814
1956778,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,42,Goed,1-5%,Categorie II,Landgoed Amelisweerd,52.07145626,5.153754698
1956519,Bomen rooien,Fraxinus excelsior,>10 cm,Geen sterfte,37,Goed,0%,Categorie I,Enny Vredelaan,52.08606305,5.161318707
1956469,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.05009923,5.063984992
1956438,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,34,Minimaal,76-99%,Categorie III,Kloosterpark,52.07513847,5.027752914
1956430,Bomen rooien,Fraxinus excelsior,,,60,,,Categorie I,Waterlinieweg,52.05969975,5.12346207
1956321,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,34,Minimaal,76-99%,Categorie II,Kloosterpark,52.07546173,5.025770323
1956016,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,26,Niet van toepassing,100%,Categorie I,Landgoed Amelisweerd,52.0714053,5.159406754
1955887,Bomen rooien,Fraxinus ornus,< 4 cm,Ernstige sterfte,9,Minimaal,51-75%,Categorie I,Ajaxdreef,52.11587862,5.132467651
1955750,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,30,Minimaal,51-75%,Categorie III,Landgoed Amelisweerd,52.06885111,5.167091162
1955541,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04479279,5.063782046
1955366,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,48,Minimaal,51-75%,Categorie I,Overste den Oudenlaan,52.08226651,5.099410814
1955124,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,34,Minimaal,26-50%,Categorie III,Kloosterpark,52.07519745,5.027053159
1955115,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Jagerskade,52.10802242,5.106298557
1955061,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,24,Minimaal,26-50%,Categorie I,Landgoed Amelisweerd,52.07035575,5.170991062
1954715,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05106755,5.064027862
1954700,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,23,Matig,51-75%,Categorie I,Landgoed Amelisweerd,52.07002211,5.167975077
1954606,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,33,Minimaal,51-75%,Categorie III,Mytylweg,52.07469072,5.153440557
